item_id,category,device_name,brand,department,purchase_year,age_years,weight_kg,condition_score,condition_class,power_watts,status,recommended_action,date_collected,contains_hazardous,replacement_cost,embodied_energy_kwh
EW-2026-0324,Storage,Western Digital IronWolf 6TB NAS HDD,Western Digital,IT Operations & Security,2019,7,0.79,6,Fair,7.2,Processed,Recycle,2025-09-10,No,150,100
EW-2026-0325,Peripheral,Canon K120 Wired Keyboard,Canon,Sales & Marketing,2015,11,0.58,3,Poor,2.0,Collected,Recycle,2024-02-19,No,15,20
EW-2026-0326,Monitor,"Samsung BenQ GW2780 27""",Samsung,Finance & Accounting,2018,8,4.21,9,Good,22.9,Processed,Reuse,2024-01-16,No,230,750
EW-2026-0327,Monitor,"Dell Samsung S24R350 24""",Dell,Customer Operations,2015,11,4.03,3,Poor,21.7,In Use,Recycle,2024-07-02,No,180,750
EW-2026-0328,Peripheral,HP K120 Wired Keyboard,HP,Finance & Accounting,2017,9,0.58,4,Fair,2.1,Collected,Repair,2025-10-09,No,15,20
EW-2026-0329,Mobile Device,Apple Galaxy Tab S7,Apple,Hardware R&D,2015,11,0.51,1,Hazardous,8.1,Processed,Dispose,2024-09-03,No,649,100
EW-2026-0330,Mobile Device,Xiaomi Galaxy S21 Ultra,Xiaomi,Hardware R&D,2021,5,0.23,10,Good,5.7,Processed,Reuse,2025-11-07,No,1199,80
EW-2026-0331,Mobile Device,Xiaomi Pixel 6 Pro,Xiaomi,Customer Operations,2025,1,0.19,3,Poor,4.7,In Use,Recycle,2025-05-08,No,899,80
EW-2026-0332,Networking,Juniper Nighthawk AX12 Router,Juniper,Customer Operations,2016,10,1.26,1,Hazardous,18.0,Collected,Dispose,2026-03-02,No,350,200
EW-2026-0333,Mobile Device,Google Galaxy Tab S7,Google,Human Resources,2022,4,0.46,5,Fair,7.5,Processed,Repair,2025-02-12,No,649,100
EW-2026-0334,Mobile Device,Xiaomi Galaxy Tab S7,Xiaomi,Sales & Marketing,2023,3,0.48,7,Good,8.1,Collected,Reuse,2025-04-13,No,649,100
EW-2026-0335,Mobile Device,Google Redmi Note 10 Pro,Google,IT Operations & Security,2017,9,0.16,9,Good,5.1,Processed,Reuse,2024-08-11,No,279,70
EW-2026-0336,Networking,Ubiquiti Juniper EX2300 Switch,Ubiquiti,Customer Operations,2014,12,2.58,2,Poor,54.1,In Use,Recycle,2025-09-01,No,1200,400
EW-2026-0337,Mobile Device,Xiaomi Redmi Note 10 Pro,Xiaomi,Human Resources,2013,13,0.22,2,Poor,4.7,Collected,Recycle,2024-02-15,No,279,70
EW-2026-0338,Peripheral,Logitech K120 Wired Keyboard,Logitech,Sales & Marketing,2016,10,0.51,9,Good,2.0,In Use,Reuse,2025-02-25,No,15,20
EW-2026-0339,Mobile Device,Samsung Galaxy S21 Ultra,Samsung,Human Resources,2019,7,0.2,6,Fair,5.8,Processed,Recycle,2024-07-05,No,1199,80
EW-2026-0340,Battery,Eaton CP1500PFCLCD UPS,Eaton,IT Operations & Security,2025,1,12.87,8,Good,8.2,Processed,Reuse,2024-07-24,No,280,250
EW-2026-0341,Mobile Device,Samsung Redmi Note 10 Pro,Samsung,Sales & Marketing,2016,10,0.16,6,Fair,5.2,Collected,Repair,2024-11-12,No,279,70
EW-2026-0342,Peripheral,Logitech A4Tech FK10 Keyboard,Logitech,IT Operations & Security,2016,10,0.51,6,Fair,1.9,In Use,Recycle,2024-03-11,No,12,20
EW-2026-0343,Battery,Dell CP1500PFCLCD UPS,Dell,Finance & Accounting,2020,6,13.28,8,Good,8.0,Processed,Reuse,2024-03-01,No,280,250
EW-2026-0344,Networking,Cisco UniFi AP AC Pro,Cisco,IT Operations & Security,2020,6,0.41,5,Fair,9.1,Collected,Recycle,2026-01-03,No,150,150
EW-2026-0345,Networking,Ubiquiti UniFi AP AC Pro,Ubiquiti,Human Resources,2023,3,0.35,5,Fair,8.6,Collected,Repair,2026-02-03,No,150,150
EW-2026-0346,Computer,ASUS ThinkPad T14 Laptop,ASUS,Hardware R&D,2018,8,1.61,10,Good,61.2,Processed,Reuse,2025-02-16,No,1200,1200
EW-2026-0347,Monitor,"LG UltraSharp U2422H 24""",LG,Finance & Accounting,2013,13,4.24,5,Fair,22.0,In Use,Recycle,2025-11-27,No,250,750
EW-2026-0348,Computer,"Apple iMac 27"" Retina",Apple,Software Engineering,2020,6,7.63,8,Good,135.4,Processed,Reuse,2025-10-16,No,1800,1200
EW-2026-0349,Storage,Crucial Crucial MX500 2TB SSD,Crucial,Sales & Marketing,2016,10,0.1,4,Fair,3.9,In Use,Repair,2025-08-31,No,180,80
EW-2026-0350,Computer,Apple OptiPlex 7080 Desktop,Apple,Hardware R&D,2021,5,6.05,10,Good,166.3,In Use,Reuse,2024-05-18,No,850,1200
EW-2026-0351,Storage,Western Digital SanDisk Extreme Portable 1TB,Western Digital,Human Resources,2023,3,0.05,4,Fair,3.2,In Use,Repair,2024-10-08,No,140,70
EW-2026-0352,Battery,APC Back-UPS Pro BR1500MS,APC,Customer Operations,2014,12,13.93,5,Fair,7.7,In Use,Repair,2024-06-06,No,300,250
EW-2026-0353,Storage,Samsung Samsung 970 EVO 1TB SSD,Samsung,Customer Operations,2015,11,0.07,6,Fair,3.1,In Use,Recycle,2025-12-21,No,120,80
EW-2026-0354,Networking,Netgear Juniper EX2300 Switch,Netgear,Customer Operations,2023,3,3.38,9,Good,51.5,Collected,Reuse,2024-05-03,No,1200,400
EW-2026-0355,Battery,HP Laptop Battery 62Wh,HP,IT Operations & Security,2017,9,0.32,3,Poor,0.0,Collected,Dispose,2025-02-01,Yes,70,50
EW-2026-0356,Monitor,"LG P2722H 27"" Monitor",LG,Software Engineering,2020,6,5.1,1,Hazardous,24.7,Collected,Dispose,2024-04-09,Yes,320,750
EW-2026-0357,Battery,APC CP1500PFCLCD UPS,APC,Human Resources,2023,3,10.82,6,Fair,8.2,Collected,Repair,2024-01-20,No,280,250
EW-2026-0358,Monitor,"Samsung BenQ GW2780 27""",Samsung,Hardware R&D,2024,2,4.05,9,Good,24.9,Collected,Reuse,2025-12-07,No,230,750
EW-2026-0359,Mobile Device,Samsung Galaxy S21 Ultra,Samsung,Sales & Marketing,2017,9,0.26,10,Good,6.3,Processed,Reuse,2025-11-06,No,1199,80
EW-2026-0360,Battery,HP Laptop Battery 62Wh,HP,Customer Operations,2020,6,0.38,8,Good,0.0,In Use,Reuse,2024-07-19,No,70,50
EW-2026-0361,Mobile Device,Google Pixel 6 Pro,Google,Customer Operations,2018,8,0.22,6,Fair,4.8,In Use,Repair,2025-01-22,No,899,80
EW-2026-0362,Storage,Crucial IronWolf 6TB NAS HDD,Crucial,Human Resources,2020,6,0.57,5,Fair,7.5,Collected,Repair,2026-02-03,No,150,100
EW-2026-0363,Computer,Dell ThinkPad T14 Laptop,Dell,Customer Operations,2016,10,1.34,5,Fair,71.3,In Use,Repair,2024-08-09,No,1200,1200
EW-2026-0364,Battery,HP ThinkPad Internal Battery,HP,Human Resources,2025,1,0.28,5,Fair,0.0,Collected,Repair,2025-04-08,No,60,40
EW-2026-0365,Monitor,"ViewSonic P2722H 27"" Monitor",ViewSonic,Hardware R&D,2014,12,5.6,4,Fair,24.5,Collected,Repair,2024-04-12,No,320,750
EW-2026-0366,Battery,APC Laptop Battery 62Wh,APC,IT Operations & Security,2024,2,0.35,7,Good,0.0,Processed,Reuse,2026-01-28,No,70,50
EW-2026-0367,Battery,CyberPower Laptop Battery 62Wh,CyberPower,Hardware R&D,2018,8,0.34,7,Good,0.0,Collected,Reuse,2024-12-28,No,70,50
EW-2026-0368,Battery,Eaton Back-UPS Pro BR1500MS,Eaton,Sales & Marketing,2025,1,10.88,8,Good,8.1,Collected,Reuse,2025-11-14,No,300,250
EW-2026-0369,Battery,Dell Laptop Battery 62Wh,Dell,Finance & Accounting,2017,9,0.37,2,Poor,0.0,Processed,Dispose,2024-08-16,Yes,70,50
EW-2026-0370,Peripheral,Canon A4Tech FK10 Keyboard,Canon,Finance & Accounting,2015,11,0.48,6,Fair,1.8,Processed,Repair,2024-07-13,No,12,20
EW-2026-0371,Peripheral,Canon LaserJet Pro MFP M428fdw,Canon,Software Engineering,2021,5,11.64,5,Fair,46.7,In Use,Recycle,2024-08-29,No,450,300
EW-2026-0372,Peripheral,Logitech LaserJet Pro MFP M428fdw,Logitech,Customer Operations,2015,11,13.2,9,Good,48.8,Processed,Reuse,2024-04-01,No,450,300
EW-2026-0373,Monitor,"BenQ BenQ GW2780 27""",BenQ,Customer Operations,2013,13,4.19,3,Poor,25.6,Processed,Recycle,2025-01-28,No,230,750
EW-2026-0374,Networking,Ubiquiti Nighthawk AX12 Router,Ubiquiti,Sales & Marketing,2025,1,1.37,1,Hazardous,18.4,Collected,Dispose,2024-03-29,Yes,350,200
EW-2026-0375,Battery,CyberPower CP1500PFCLCD UPS,CyberPower,Software Engineering,2025,1,13.3,7,Good,8.1,Collected,Reuse,2024-08-05,No,280,250
EW-2026-0376,Mobile Device,Xiaomi iPhone 12 Pro,Xiaomi,Software Engineering,2019,7,0.19,8,Good,5.2,Processed,Reuse,2025-02-11,No,999,80
EW-2026-0377,Battery,Dell Eaton 5S 1500VA UPS,Dell,Human Resources,2017,9,10.2,6,Fair,7.8,In Use,Recycle,2024-12-18,No,260,250
EW-2026-0378,Networking,Juniper UniFi AP AC Pro,Juniper,Software Engineering,2017,9,0.28,4,Fair,8.8,In Use,Recycle,2025-02-21,No,150,150
EW-2026-0379,Battery,HP Laptop Battery 62Wh,HP,Hardware R&D,2016,10,0.28,8,Good,0.0,In Use,Reuse,2024-12-12,No,70,50
EW-2026-0380,Computer,"HP iMac 27"" Retina",HP,Human Resources,2013,13,9.74,9,Good,153.5,In Use,Reuse,2025-08-25,No,1800,1200
EW-2026-0381,Networking,Cisco Juniper EX2300 Switch,Cisco,Software Engineering,2020,6,3.2,5,Fair,50.1,Processed,Repair,2024-02-13,No,1200,400
EW-2026-0382,Mobile Device,Samsung Pixel 6 Pro,Samsung,Finance & Accounting,2016,10,0.17,8,Good,4.8,Collected,Reuse,2025-05-12,No,899,80
EW-2026-0383,Monitor,"ViewSonic LG 27MP400 27""",ViewSonic,Human Resources,2025,1,4.6,2,Poor,28.7,Collected,Recycle,2024-08-27,No,210,750
EW-2026-0384,Mobile Device,Samsung Pixel 6 Pro,Samsung,Sales & Marketing,2018,8,0.23,10,Good,4.7,In Use,Reuse,2025-11-01,No,899,80
EW-2026-0385,Computer,ASUS Latitude 5420 Laptop,ASUS,Hardware R&D,2020,6,1.64,6,Fair,63.0,Collected,Repair,2025-02-24,No,1100,1200
EW-2026-0386,Computer,Lenovo Latitude 5420 Laptop,Lenovo,Finance & Accounting,2015,11,1.55,4,Fair,65.0,Processed,Recycle,2024-02-09,No,1100,1200
EW-2026-0387,Storage,Samsung SanDisk Extreme Portable 1TB,Samsung,IT Operations & Security,2024,2,0.04,1,Hazardous,3.0,In Use,Dispose,2025-01-18,Yes,140,70
EW-2026-0388,Peripheral,HP Epson EcoTank L3250,HP,Software Engineering,2024,2,4.2,9,Good,12.7,Collected,Reuse,2024-02-28,No,220,200
EW-2026-0389,Networking,Ubiquiti Juniper EX2300 Switch,Ubiquiti,Hardware R&D,2020,6,3.66,7,Good,51.1,In Use,Reuse,2024-08-10,No,1200,400
EW-2026-0390,Battery,Dell Laptop Battery 62Wh,Dell,IT Operations & Security,2025,1,0.32,10,Good,0.0,In Use,Reuse,2024-03-03,No,70,50
EW-2026-0391,Peripheral,Logitech Canon imageCLASS LBP6030w,Logitech,Finance & Accounting,2023,3,4.29,1,Hazardous,42.9,Processed,Dispose,2025-03-29,No,150,200
EW-2026-0392,Networking,Netgear Juniper EX2300 Switch,Netgear,Customer Operations,2018,8,3.65,2,Poor,49.9,Collected,Recycle,2024-09-28,No,1200,400
EW-2026-0393,Computer,Lenovo EliteDesk 800 G6 Desktop,Lenovo,Software Engineering,2022,4,6.94,8,Good,184.0,Processed,Reuse,2025-07-01,No,900,1200
EW-2026-0394,Battery,APC ThinkPad Internal Battery,APC,Human Resources,2016,10,0.29,9,Good,0.0,In Use,Reuse,2024-02-07,No,60,40
EW-2026-0395,Mobile Device,Apple Pixel 6 Pro,Apple,Customer Operations,2024,2,0.18,4,Fair,4.6,Processed,Recycle,2025-02-10,No,899,80
EW-2026-0396,Networking,Cisco TL-SG1024 24-Port Switch,Cisco,Sales & Marketing,2025,1,1.86,8,Good,14.8,Processed,Reuse,2024-04-12,No,110,250
EW-2026-0397,Peripheral,Canon MX Keys & Master 3 Combo,Canon,Finance & Accounting,2015,11,0.91,8,Good,4.5,Processed,Reuse,2025-06-03,No,200,50
EW-2026-0398,Storage,Samsung SanDisk Extreme Portable 1TB,Samsung,IT Operations & Security,2014,12,0.06,9,Good,2.9,Processed,Reuse,2025-12-02,No,140,70
EW-2026-0399,Networking,Juniper Nighthawk AX12 Router,Juniper,Hardware R&D,2024,2,1.25,5,Fair,16.8,In Use,Repair,2024-03-27,No,350,200
EW-2026-0400,Monitor,"LG Samsung S24R350 24""",LG,Human Resources,2023,3,4.0,6,Fair,23.4,Processed,Recycle,2024-03-01,No,180,750
EW-2026-0401,Battery,APC ThinkPad Internal Battery,APC,IT Operations & Security,2018,8,0.24,8,Good,0.0,Collected,Reuse,2025-04-03,No,60,40
EW-2026-0402,Battery,HP CP1500PFCLCD UPS,HP,Human Resources,2025,1,12.21,9,Good,8.1,In Use,Reuse,2024-03-19,No,280,250
EW-2026-0403,Peripheral,Logitech LaserJet Pro MFP M428fdw,Logitech,Hardware R&D,2014,12,10.61,5,Fair,46.4,Processed,Recycle,2025-03-10,No,450,300
EW-2026-0404,Peripheral,HP Epson EcoTank L3250,HP,Customer Operations,2015,11,3.81,6,Fair,11.1,Processed,Recycle,2025-03-11,No,220,200
EW-2026-0405,Battery,Eaton Laptop Battery 62Wh,Eaton,Hardware R&D,2020,6,0.32,5,Fair,0.0,Processed,Repair,2024-02-15,No,70,50
EW-2026-0406,Computer,HP ThinkPad T14 Laptop,HP,IT Operations & Security,2025,1,1.23,5,Fair,61.1,Processed,Repair,2024-07-31,No,1200,1200
EW-2026-0407,Storage,Western Digital Samsung 970 EVO 1TB SSD,Western Digital,Hardware R&D,2025,1,0.09,6,Fair,2.7,Collected,Repair,2024-01-18,No,120,80
EW-2026-0408,Mobile Device,Apple Galaxy Tab S7,Apple,Finance & Accounting,2013,13,0.48,5,Fair,8.0,In Use,Recycle,2024-06-13,No,649,100
EW-2026-0409,Battery,Dell Eaton 5S 1500VA UPS,Dell,Finance & Accounting,2022,4,12.29,2,Poor,8.4,In Use,Dispose,2025-09-05,Yes,260,250
EW-2026-0410,Networking,Cisco Juniper EX2300 Switch,Cisco,Customer Operations,2023,3,2.88,3,Poor,58.9,Collected,Recycle,2025-11-15,No,1200,400
EW-2026-0411,Battery,Eaton Back-UPS Pro BR1500MS,Eaton,Customer Operations,2024,2,9.95,9,Good,7.9,Processed,Reuse,2025-10-22,No,300,250
EW-2026-0412,Storage,Kingston WD Red Plus 4TB HDD,Kingston,Software Engineering,2022,4,0.65,1,Hazardous,5.8,Collected,Dispose,2025-02-11,No,110,100
EW-2026-0413,Battery,APC CP1500PFCLCD UPS,APC,Sales & Marketing,2020,6,11.92,9,Good,7.7,Collected,Reuse,2024-02-10,No,280,250
EW-2026-0414,Peripheral,A4Tech A4Tech FK10 Keyboard,A4Tech,Human Resources,2017,9,0.68,6,Fair,2.0,Collected,Repair,2024-05-28,No,12,20
EW-2026-0415,Networking,Ubiquiti Nighthawk AX12 Router,Ubiquiti,Customer Operations,2025,1,1.5,2,Poor,18.3,Collected,Recycle,2024-01-08,No,350,200
EW-2026-0416,Storage,Seagate WD Red Plus 4TB HDD,Seagate,Finance & Accounting,2021,5,0.47,5,Fair,6.5,Collected,Recycle,2025-04-02,No,110,100
EW-2026-0417,Storage,Crucial WD Red Plus 4TB HDD,Crucial,Finance & Accounting,2023,3,0.47,7,Good,6.3,Collected,Reuse,2025-04-04,No,110,100
EW-2026-0418,Monitor,"Samsung Samsung S24R350 24""",Samsung,Sales & Marketing,2022,4,4.01,3,Poor,21.0,Collected,Recycle,2025-05-03,No,180,750
EW-2026-0419,Networking,Netgear UniFi AP AC Pro,Netgear,Human Resources,2021,5,0.35,8,Good,9.5,In Use,Reuse,2024-04-05,No,150,150
EW-2026-0420,Monitor,"BenQ BenQ GW2780 27""",BenQ,IT Operations & Security,2020,6,3.72,6,Fair,24.7,Processed,Repair,2024-05-05,No,230,750
EW-2026-0421,Peripheral,Canon Epson EcoTank L3250,Canon,Customer Operations,2016,10,3.69,3,Poor,11.5,Collected,Recycle,2024-08-20,No,220,200
EW-2026-0422,Storage,Crucial WD Red Plus 4TB HDD,Crucial,Sales & Marketing,2022,4,0.57,4,Fair,5.8,Processed,Recycle,2024-05-05,No,110,100
EW-2026-0423,Mobile Device,Apple iPhone 12 Pro,Apple,Human Resources,2017,9,0.17,7,Good,5.4,In Use,Reuse,2024-01-16,No,999,80
EW-2026-0424,Monitor,"ViewSonic P2722H 27"" Monitor",ViewSonic,Human Resources,2015,11,4.65,4,Fair,24.8,Processed,Recycle,2024-08-02,No,320,750
EW-2026-0425,Computer,Lenovo ThinkCentre M90q Tiny,Lenovo,IT Operations & Security,2024,2,1.41,3,Poor,98.1,Processed,Recycle,2025-08-17,No,750,1200
EW-2026-0426,Storage,Seagate Samsung 970 EVO 1TB SSD,Seagate,IT Operations & Security,2013,13,0.08,10,Good,3.0,In Use,Reuse,2025-11-15,No,120,80
EW-2026-0427,Computer,ASUS EliteBook 840 G8 Laptop,ASUS,IT Operations & Security,2025,1,1.18,2,Poor,61.1,Processed,Recycle,2024-01-25,No,1300,1200
EW-2026-0428,Mobile Device,Apple Redmi Note 10 Pro,Apple,Hardware R&D,2021,5,0.21,8,Good,4.7,Collected,Reuse,2024-07-09,No,279,70
EW-2026-0429,Peripheral,Canon LaserJet Pro MFP M428fdw,Canon,Customer Operations,2025,1,12.25,6,Fair,46.4,Processed,Recycle,2025-05-31,No,450,300
EW-2026-0430,Monitor,"BenQ BenQ GW2780 27""",BenQ,Finance & Accounting,2023,3,5.34,9,Good,24.8,Collected,Reuse,2024-10-27,No,230,750
EW-2026-0431,Mobile Device,Xiaomi Galaxy S21 Ultra,Xiaomi,Finance & Accounting,2021,5,0.25,8,Good,5.6,Processed,Reuse,2025-09-28,No,1199,80
EW-2026-0432,Storage,Western Digital IronWolf 6TB NAS HDD,Western Digital,Customer Operations,2023,3,0.8,6,Fair,7.9,Processed,Repair,2024-05-12,No,150,100
EW-2026-0433,Mobile Device,Google Pixel 6 Pro,Google,IT Operations & Security,2014,12,0.21,2,Poor,5.4,Processed,Recycle,2025-11-15,No,899,80
EW-2026-0434,Storage,Western Digital IronWolf 6TB NAS HDD,Western Digital,Sales & Marketing,2020,6,0.67,5,Fair,8.8,In Use,Recycle,2025-10-22,No,150,100
EW-2026-0435,Mobile Device,Xiaomi Redmi Note 10 Pro,Xiaomi,Hardware R&D,2020,6,0.22,7,Good,5.4,Processed,Reuse,2026-02-15,No,279,70
EW-2026-0436,Computer,Apple EliteBook 840 G8 Laptop,Apple,Finance & Accounting,2015,11,1.46,8,Good,71.2,Processed,Reuse,2024-03-22,No,1300,1200
EW-2026-0437,Monitor,"Samsung Samsung S24R350 24""",Samsung,Software Engineering,2017,9,2.9,2,Poor,23.1,Processed,Recycle,2025-12-29,No,180,750
EW-2026-0438,Battery,Eaton Eaton 5S 1500VA UPS,Eaton,Finance & Accounting,2018,8,12.28,7,Good,7.6,Processed,Reuse,2025-01-29,No,260,250
EW-2026-0439,Peripheral,A4Tech Epson EcoTank L3250,A4Tech,Sales & Marketing,2014,12,4.49,6,Fair,11.3,In Use,Recycle,2024-07-17,No,220,200
EW-2026-0440,Computer,Dell OptiPlex 7080 Desktop,Dell,Customer Operations,2013,13,7.53,9,Good,197.6,In Use,Reuse,2025-12-05,No,850,1200
EW-2026-0441,Mobile Device,Apple Redmi Note 10 Pro,Apple,IT Operations & Security,2020,6,0.22,6,Fair,4.8,Collected,Recycle,2024-10-25,No,279,70
EW-2026-0442,Mobile Device,Apple Pixel 6 Pro,Apple,IT Operations & Security,2018,8,0.2,8,Good,5.1,In Use,Reuse,2024-11-03,No,899,80
EW-2026-0443,Networking,Netgear TL-SG1024 24-Port Switch,Netgear,Customer Operations,2022,4,2.51,10,Good,13.5,Collected,Reuse,2025-08-14,No,110,250
EW-2026-0444,Computer,HP EliteBook 840 G8 Laptop,HP,Software Engineering,2020,6,1.44,2,Poor,70.6,In Use,Recycle,2024-02-13,No,1300,1200
EW-2026-0445,Storage,Crucial Samsung 970 EVO 1TB SSD,Crucial,Sales & Marketing,2014,12,0.07,7,Good,3.1,Collected,Reuse,2025-03-27,No,120,80
EW-2026-0446,Computer,ASUS ThinkCentre M90q Tiny,ASUS,Human Resources,2019,7,1.12,4,Fair,86.5,Processed,Recycle,2024-09-10,No,750,1200
EW-2026-0447,Battery,HP ThinkPad Internal Battery,HP,IT Operations & Security,2019,7,0.24,3,Poor,0.0,Processed,Dispose,2024-08-26,Yes,60,40
EW-2026-0448,Monitor,"BenQ LG 27MP400 27""",BenQ,Human Resources,2016,10,3.67,9,Good,30.2,In Use,Reuse,2026-01-30,No,210,750
EW-2026-0449,Mobile Device,Apple Pixel 6 Pro,Apple,Sales & Marketing,2025,1,0.25,8,Good,5.3,Processed,Reuse,2025-02-08,No,899,80
EW-2026-0450,Storage,Kingston SanDisk Extreme Portable 1TB,Kingston,IT Operations & Security,2023,3,0.04,3,Poor,3.2,Processed,Recycle,2024-02-27,No,140,70
EW-2026-0451,Computer,Apple OptiPlex 7080 Desktop,Apple,Sales & Marketing,2025,1,7.96,2,Poor,195.1,Collected,Recycle,2026-01-11,No,850,1200
EW-2026-0452,Computer,"ASUS MacBook Pro 16""",ASUS,Customer Operations,2019,7,2.29,10,Good,102.1,Collected,Reuse,2024-09-02,No,2400,1200
EW-2026-0453,Peripheral,Canon Canon imageCLASS LBP6030w,Canon,IT Operations & Security,2022,4,4.75,1,Hazardous,42.4,Processed,Dispose,2025-06-03,Yes,150,200
EW-2026-0454,Monitor,"LG ViewSonic VG2448 24""",LG,Sales & Marketing,2017,9,3.08,4,Fair,19.8,Processed,Repair,2024-12-18,No,200,750
EW-2026-0455,Computer,ASUS EliteDesk 800 G6 Desktop,ASUS,Finance & Accounting,2018,8,6.21,8,Good,172.8,Processed,Reuse,2024-02-14,No,900,1200
EW-2026-0456,Peripheral,Epson Canon imageCLASS LBP6030w,Epson,Finance & Accounting,2013,13,5.2,9,Good,43.1,Processed,Reuse,2024-12-30,No,150,200
EW-2026-0457,Computer,HP ThinkCentre M90q Tiny,HP,Finance & Accounting,2017,9,1.18,5,Fair,82.4,Processed,Recycle,2024-10-30,No,750,1200
EW-2026-0458,Networking,TP-Link Juniper EX2300 Switch,TP-Link,Hardware R&D,2022,4,3.29,3,Poor,52.3,In Use,Recycle,2024-11-16,No,1200,400
EW-2026-0459,Battery,APC Eaton 5S 1500VA UPS,APC,Sales & Marketing,2016,10,9.25,7,Good,8.6,In Use,Reuse,2025-05-02,No,260,250
EW-2026-0460,Computer,Apple ThinkCentre M90q Tiny,Apple,Customer Operations,2022,4,1.22,9,Good,96.1,In Use,Reuse,2024-08-27,No,750,1200
EW-2026-0461,Battery,HP Laptop Battery 62Wh,HP,IT Operations & Security,2014,12,0.41,10,Good,0.0,Processed,Reuse,2025-07-28,No,70,50
EW-2026-0462,Battery,APC Back-UPS Pro BR1500MS,APC,IT Operations & Security,2020,6,14.16,1,Hazardous,8.0,In Use,Dispose,2025-02-07,Yes,300,250
EW-2026-0463,Battery,HP Laptop Battery 62Wh,HP,Human Resources,2019,7,0.37,10,Good,0.0,Collected,Reuse,2024-11-29,No,70,50
EW-2026-0464,Battery,Dell Laptop Battery 62Wh,Dell,Customer Operations,2016,10,0.31,10,Good,0.0,In Use,Reuse,2025-06-10,No,70,50
EW-2026-0465,Storage,Western Digital SanDisk Extreme Portable 1TB,Western Digital,Software Engineering,2015,11,0.04,3,Poor,3.2,Processed,Recycle,2024-11-21,No,140,70
EW-2026-0466,Computer,Dell EliteDesk 800 G6 Desktop,Dell,Human Resources,2022,4,6.56,5,Fair,207.8,In Use,Recycle,2026-01-10,No,900,1200
EW-2026-0467,Storage,Crucial IronWolf 6TB NAS HDD,Crucial,Software Engineering,2017,9,0.84,8,Good,8.6,Collected,Reuse,2025-02-22,No,150,100
EW-2026-0468,Battery,CyberPower Eaton 5S 1500VA UPS,CyberPower,Human Resources,2018,8,10.67,7,Good,7.9,In Use,Reuse,2024-10-05,No,260,250
EW-2026-0469,Battery,APC Back-UPS Pro BR1500MS,APC,Sales & Marketing,2021,5,12.84,8,Good,7.2,Processed,Reuse,2025-09-03,No,300,250
EW-2026-0470,Storage,Western Digital WD Red Plus 4TB HDD,Western Digital,IT Operations & Security,2019,7,0.46,1,Hazardous,6.3,Processed,Dispose,2025-10-11,Yes,110,100
EW-2026-0471,Networking,Juniper Nighthawk AX12 Router,Juniper,IT Operations & Security,2022,4,1.26,3,Poor,16.4,In Use,Recycle,2024-06-02,No,350,200
EW-2026-0472,Monitor,"Samsung LG 27MP400 27""",Samsung,Customer Operations,2025,1,4.64,2,Poor,26.2,Collected,Recycle,2025-09-21,No,210,750
EW-2026-0473,Battery,HP Back-UPS Pro BR1500MS,HP,Human Resources,2017,9,11.38,3,Poor,8.3,Collected,Dispose,2024-08-18,Yes,300,250
EW-2026-0474,Mobile Device,Samsung Galaxy Tab S7,Samsung,Finance & Accounting,2022,4,0.45,7,Good,8.1,In Use,Reuse,2026-01-04,No,649,100
EW-2026-0475,Peripheral,HP LaserJet Pro MFP M428fdw,HP,Hardware R&D,2020,6,14.91,1,Hazardous,48.5,Collected,Dispose,2025-07-22,Yes,450,300
EW-2026-0476,Peripheral,Logitech Epson EcoTank L3250,Logitech,Sales & Marketing,2013,13,3.66,7,Good,12.5,In Use,Reuse,2024-06-16,No,220,200
EW-2026-0477,Computer,Apple EliteDesk 800 G6 Desktop,Apple,Customer Operations,2020,6,5.72,1,Hazardous,200.4,Processed,Dispose,2025-07-30,Yes,900,1200
EW-2026-0478,Computer,"Lenovo MacBook Pro 16""",Lenovo,Hardware R&D,2020,6,2.16,6,Fair,101.8,Processed,Repair,2024-04-13,No,2400,1200
EW-2026-0479,Computer,ASUS ThinkPad T14 Laptop,ASUS,IT Operations & Security,2018,8,1.57,10,Good,69.8,In Use,Reuse,2024-08-07,No,1200,1200
EW-2026-0480,Computer,Apple OptiPlex 7080 Desktop,Apple,Customer Operations,2015,11,8.16,9,Good,168.0,In Use,Reuse,2025-10-19,No,850,1200
EW-2026-0481,Peripheral,HP A4Tech FK10 Keyboard,HP,IT Operations & Security,2016,10,0.6,10,Good,2.1,Collected,Reuse,2026-01-30,No,12,20
EW-2026-0482,Peripheral,HP K120 Wired Keyboard,HP,IT Operations & Security,2014,12,0.6,1,Hazardous,1.9,Collected,Dispose,2024-04-21,Yes,15,20
EW-2026-0483,Monitor,"Dell ViewSonic VG2448 24""",Dell,Finance & Accounting,2020,6,3.62,8,Good,18.6,Collected,Reuse,2024-07-16,No,200,750
EW-2026-0484,Networking,Cisco TL-SG1024 24-Port Switch,Cisco,IT Operations & Security,2016,10,2.4,4,Fair,15.3,Collected,Repair,2025-06-28,No,110,250
EW-2026-0485,Networking,Juniper TL-SG1024 24-Port Switch,Juniper,Finance & Accounting,2025,1,2.46,6,Fair,13.6,Processed,Repair,2025-02-26,No,110,250
EW-2026-0486,Mobile Device,Google Galaxy Tab S7,Google,Customer Operations,2018,8,0.55,8,Good,8.8,In Use,Reuse,2024-07-03,No,649,100
